AUTOCREATE
2018-08-09T06:34:25+0200 : 0|Pimcore\Bundle\AdminBundle\Controller\Admin\LoginController::lostpasswordAction|pimcore_admin_login_lostpassword|[]|[]
2018-08-09T06:36:53+0200 : 0|Pimcore\Bundle\AdminBundle\Controller\Admin\LoginController::loginAction|pimcore_admin_login|[]|[]
2018-08-09T18:33:18+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\IndexController::indexAction|pimcore_admin_index|[]|[]
2018-08-09T18:33:19+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\UserController::getImageAction|pimcore_admin_user_getimage|[]|[]
2018-08-09T18:33:19+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\MiscController::jsonTranslationsSystemAction|pimcore_admin_misc_jsontranslationssystem|[]|{"language":"en"}
2018-08-09T18:33:19+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\MiscController::adminCssAction|pimcore_admin_misc_admincss|[]|[]
2018-08-09T18:33:19+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\UserController::getCurrentUserAction|pimcore_admin_user_getcurrentuser|[]|[]
2018-08-09T18:33:20+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\MiscController::availableLanguagesAction|pimcore_admin_misc_availablelanguages|[]|[]
2018-08-09T18:33:20+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\MiscController::scriptProxyAction|pimcore_admin_misc_scriptproxy|[]|{"scripts":"minified_javascript_core_3b5db6247d474bd..."}
2018-08-09T18:33:22+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\ClassController::getTreeAction|pimcore_admin_class_gettree|[]|{"page":"1","start":"0","limit":"25"}
2018-08-09T18:33:22+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\ClassController::getTreeAction|pimcore_admin_class_gettree|[]|{"createAllowed":"true","page":"1","start":"0","limit":"25"}
2018-08-09T18:33:22+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\SettingsController::getAvailableAdminLanguagesAction|pimcore_admin_settings_getavailableadminlanguages|[]|{"page":"1","start":"0","limit":"25"}
2018-08-09T18:33:22+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\SettingsController::getAvailableSitesAction|pimcore_admin_settings_getavailablesites|[]|{"page":"1","start":"0","limit":"25"}
2018-08-09T18:33:23+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\TargetingController::targetGroupListAction|pimcore_admin_targeting_targetgrouplist|[]|{"page":"1","start":"0","limit":"25"}
2018-08-09T18:33:23+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\SettingsController::displayCustomLogoAction|pimcore_settings_display_custom_logo|[]|[]
2018-08-09T18:33:23+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\DocumentController::treeGetRootAction|pimcore_admin_document_treegetroot|[]|{"id":"1","view":"","elementType":"document"}
2018-08-09T18:33:23+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::treeGetRootAction|pimcore_admin_asset_treegetroot|[]|{"id":"1","view":"","elementType":"asset"}
2018-08-09T18:33:23+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\DataObjectController::treeGetRootAction|pimcore_admin_dataobject_treegetroot|[]|{"id":"","view":"","elementType":"object"}
2018-08-09T18:33:23+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\PortalController::dashboardListAction|pimcore_admin_portal_dashboardlist|[]|[]
2018-08-09T18:33:24+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\DocumentController::docTypesGetAction|pimcore_admin_document_doctypesget|[]|{"xaction":"read","page":"1","start":"0","limit":"25"}
2018-08-09T18:33:24+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\DocumentController::treeGetChildsByIdAction|pimcore_admin_document_treegetchildsbyid|[]|{"limit":"100","view":"","node":"1"}
2018-08-09T18:33:24+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\DocumentController::treeGetChildsByIdAction|pimcore_admin_document_treegetchildsbyid|[]|{"limit":"100","view":"","node":"1"}
2018-08-09T18:33:24+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::treeGetChildsByIdAction|pimcore_admin_asset_treegetchildsbyid|[]|{"limit":"30","view":"","node":"1"}
2018-08-09T18:33:24+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::treeGetChildsByIdAction|pimcore_admin_asset_treegetchildsbyid|[]|{"limit":"30","view":"","node":"1"}
2018-08-09T18:33:25+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\DataObjectController::treeGetChildsByIdAction|pimcore_admin_dataobject_treegetchildsbyid|[]|{"limit":"30","view":"","node":"1"}
2018-08-09T18:33:25+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\DataObjectController::treeGetChildsByIdAction|pimcore_admin_dataobject_treegetchildsbyid|[]|{"limit":"30","view":"","node":"1"}
2018-08-09T18:33:25+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Reports\CustomReportController::getReportConfigAction|pimcore_admin_reports_customreport_getreportconfig|[]|[]
2018-08-09T18:33:26+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getDataByIdAction|pimcore_admin_asset_getdatabyid|[]|{"id":"7","type":"folder"}
2018-08-09T18:33:26+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getDataByIdAction|pimcore_admin_asset_getdatabyid|[]|{"id":"3","type":"folder"}
2018-08-09T18:33:26+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getDataByIdAction|pimcore_admin_asset_getdatabyid|[]|{"id":"34","type":"folder"}
2018-08-09T18:33:26+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getDataByIdAction|pimcore_admin_asset_getdatabyid|[]|{"id":"26","type":"folder"}
2018-08-09T18:33:26+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getDataByIdAction|pimcore_admin_asset_getdatabyid|[]|{"id":"29","type":"folder"}
2018-08-09T18:33:26+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getDataByIdAction|pimcore_admin_asset_getdatabyid|[]|{"id":"1","type":"folder"}
2018-08-09T18:33:26+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getFolderContentPreviewAction|pimcore_admin_asset_getfoldercontentpreview|[]|{"id":"7","page":"1","start":"0","limit":"25"}
2018-08-09T18:33:27+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::gridProxyAction|pimcore_admin_asset_gridproxy|[]|{"limit":"25","folderId":"7","page":"1","start":"0"}
2018-08-09T18:33:27+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\ElementController::noteListAction|pimcore_admin_element_notelist|[]|{"xaction":"read","cid":"7","ctype":"asset","page":"1","start":"0","limit":"50"}
2018-08-09T18:33:27+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\TagsController::treeGetChildrenByIdAction|pimcore_admin_tags_treegetchildrenbyid|[]|{"showSelection":"true","assignmentCId":"7","assignmentCType":"asset","node":"0"}
2018-08-09T18:33:27+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getFolderContentPreviewAction|pimcore_admin_asset_getfoldercontentpreview|[]|{"id":"3","page":"1","start":"0","limit":"25"}
2018-08-09T18:33:27+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::gridProxyAction|pimcore_admin_asset_gridproxy|[]|{"limit":"25","folderId":"3","page":"1","start":"0"}
2018-08-09T18:33:27+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\ElementController::noteListAction|pimcore_admin_element_notelist|[]|{"xaction":"read","cid":"3","ctype":"asset","page":"1","start":"0","limit":"50"}
2018-08-09T18:33:27+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\TagsController::treeGetChildrenByIdAction|pimcore_admin_tags_treegetchildrenbyid|[]|{"showSelection":"true","assignmentCId":"3","assignmentCType":"asset","node":"0"}
2018-08-09T18:33:28+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getFolderContentPreviewAction|pimcore_admin_asset_getfoldercontentpreview|[]|{"id":"34","page":"1","start":"0","limit":"25"}
2018-08-09T18:33:28+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::gridProxyAction|pimcore_admin_asset_gridproxy|[]|{"limit":"25","folderId":"34","page":"1","start":"0"}
2018-08-09T18:33:28+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\ElementController::noteListAction|pimcore_admin_element_notelist|[]|{"xaction":"read","cid":"34","ctype":"asset","page":"1","start":"0","limit":"50"}
2018-08-09T18:33:28+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\TagsController::treeGetChildrenByIdAction|pimcore_admin_tags_treegetchildrenbyid|[]|{"showSelection":"true","assignmentCId":"34","assignmentCType":"asset","node":"0"}
2018-08-09T18:33:28+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getFolderContentPreviewAction|pimcore_admin_asset_getfoldercontentpreview|[]|{"id":"26","page":"1","start":"0","limit":"25"}
2018-08-09T18:33:28+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::gridProxyAction|pimcore_admin_asset_gridproxy|[]|{"limit":"25","folderId":"26","page":"1","start":"0"}
2018-08-09T18:33:29+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\ElementController::noteListAction|pimcore_admin_element_notelist|[]|{"xaction":"read","cid":"26","ctype":"asset","page":"1","start":"0","limit":"50"}
2018-08-09T18:33:29+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\TagsController::treeGetChildrenByIdAction|pimcore_admin_tags_treegetchildrenbyid|[]|{"showSelection":"true","assignmentCId":"26","assignmentCType":"asset","node":"0"}
2018-08-09T18:33:29+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getFolderContentPreviewAction|pimcore_admin_asset_getfoldercontentpreview|[]|{"id":"29","page":"1","start":"0","limit":"25"}
2018-08-09T18:33:29+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::gridProxyAction|pimcore_admin_asset_gridproxy|[]|{"limit":"25","folderId":"29","page":"1","start":"0"}
2018-08-09T18:33:29+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\ElementController::noteListAction|pimcore_admin_element_notelist|[]|{"xaction":"read","cid":"29","ctype":"asset","page":"1","start":"0","limit":"50"}
2018-08-09T18:33:29+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\TagsController::treeGetChildrenByIdAction|pimcore_admin_tags_treegetchildrenbyid|[]|{"showSelection":"true","assignmentCId":"29","assignmentCType":"asset","node":"0"}
2018-08-09T18:33:29+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::getFolderContentPreviewAction|pimcore_admin_asset_getfoldercontentpreview|[]|{"id":"1","page":"1","start":"0","limit":"25"}
2018-08-09T18:33:30+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\AssetController::gridProxyAction|pimcore_admin_asset_gridproxy|[]|{"limit":"25","folderId":"1","page":"1","start":"0"}
2018-08-09T18:33:30+0200 : 4|Pimcore\Bundle\AdminBundle\Controller\Admin\ElementController::noteListAction|pimcore_admin_element_notelist|[]|{"xaction":"read","cid":"1","ctype":"asset","page":"1","start":"0","limit":"50"}
